step,bin_idx,weight,mean_reward,n_samples,n_falls,mean_ep_len,mean_vx_at_term,r_en
48,0,1.000000,0.000574,4299,4096,47.220,0.132542,0.000000
48,1,0.000000,0.000000,0,0,0.000,0.000000,0.000000
48,2,0.000000,0.000000,0,0,0.000,0.000000,0.000000
48,3,0.000000,0.000000,0,0,0.000,0.000000,0.000000
48,4,0.000000,0.000000,0,0,0.000,0.000000,0.000000
48,5,0.000000,0.000000,0,0,0.000,0.000000,0.000000
48,6,0.000000,0.000000,0,0,0.000,0.000000,0.000000
48,7,0.000000,0.000000,0,0,0.000,0.000000,0.000000
96,0,1.000000,0.042563,199,7,985.623,0.161493,0.000000
96,1,0.000000,0.000000,0,0,0.000,0.000000,0.000000
96,2,0.000000,0.000000,0,0,0.000,0.000000,0.000000
96,3,0.000000,0.000000,0,0,0.000,0.000000,0.000000
96,4,0.000000,0.000000,0,0,0.000,0.000000,0.000000
96,5,0.000000,0.000000,0,0,0.000,0.000000,0.000000
96,6,0.000000,0.000000,0,0,0.000,0.000000,0.000000
96,7,0.000000,0.000000,0,0,0.000,0.000000,0.000000
144,0,1.000000,0.104431,251,47,906.713,0.120373,0.000000
144,1,0.000000,0.000000,0,0,0.000,0.000000,0.000000
144,2,0.000000,0.000000,0,0,0.000,0.000000,0.000000
144,3,0.000000,0.000000,0,0,0.000,0.000000,0.000000
144,4,0.000000,0.000000,0,0,0.000,0.000000,0.000000
144,5,0.000000,0.000000,0,0,0.000,0.000000,0.000000
144,6,0.000000,0.000000,0,0,0.000,0.000000,0.000000
144,7,0.000000,0.000000,0,0,0.000,0.000000,0.000000
192,0,1.000000,0.208861,367,171,776.796,0.096245,0.000000
192,1,0.000000,0.000000,0,0,0.000,0.000000,0.000000
192,2,0.000000,0.000000,0,0,0.000,0.000000,0.000000
192,3,0.000000,0.000000,0,0,0.000,0.000000,0.000000
192,4,0.000000,0.000000,0,0,0.000,0.000000,0.000000
192,5,0.000000,0.000000,0,0,0.000,0.000000,0.000000
192,6,0.000000,0.000000,0,0,0.000,0.000000,0.000000
192,7,0.000000,0.000000,0,0,0.000,0.000000,0.000000
240,0,1.000000,0.306771,612,423,667.833,0.092507,0.000000
240,1,0.000000,0.000000,0,0,0.000,0.000000,0.000000
240,2,0.000000,0.000000,0,0,0.000,0.000000,0.000000
240,3,0.000000,0.000000,0,0,0.000,0.000000,0.000000
240,4,0.000000,0.000000,0,0,0.000,0.000000,0.000000
240,5,0.000000,0.000000,0,0,0.000,0.000000,0.000000
240,6,0.000000,0.000000,0,0,0.000,0.000000,0.000000
240,7,0.000000,0.000000,0,0,0.000,0.000000,0.000000
288,0,1.000000,0.416184,884,757,561.172,0.086179,0.000000
288,1,0.000000,0.000000,0,0,0.000,0.000000,0.000000
288,2,0.000000,0.000000,0,0,0.000,0.000000,0.000000
288,3,0.000000,0.000000,0,0,0.000,0.000000,0.000000
288,4,0.000000,0.000000,0,0,0.000,0.000000,0.000000
288,5,0.000000,0.000000,0,0,0.000,0.000000,0.000000
288,6,0.000000,0.000000,0,0,0.000,0.000000,0.000000
288,7,0.000000,0.000000,0,0,0.000,0.000000,0.000000
336,0,1.000000,0.500873,1100,987,489.806,0.087711,0.000000
336,1,0.000000,0.000000,0,0,0.000,0.000000,0.000000
336,2,0.000000,0.000000,0,0,0.000,0.000000,0.000000
336,3,0.000000,0.000000,0,0,0.000,0.000000,0.000000
336,4,0.000000,0.000000,0,0,0.000,0.000000,0.000000
336,5,0.000000,0.000000,0,0,0.000,0.000000,0.000000
336,6,0.000000,0.000000,0,0,0.000,0.000000,0.000000
336,7,0.000000,0.000000,0,0,0.000,0.000000,0.000000
384,0,1.000000,0.573513,1338,1269,428.116,0.086909,0.000000
384,1,0.000000,0.000000,0,0,0.000,0.000000,0.000000
384,2,0.000000,0.000000,0,0,0.000,0.000000,0.000000
384,3,0.000000,0.000000,0,0,0.000,0.000000,0.000000
384,4,0.000000,0.000000,0,0,0.000,0.000000,0.000000
384,5,0.000000,0.000000,0,0,0.000,0.000000,0.000000
384,6,0.000000,0.000000,0,0,0.000,0.000000,0.000000
384,7,0.000000,0.000000,0,0,0.000,0.000000,0.000000
432,0,1.000000,0.687296,1232,1195,305.142,0.087939,0.000000
432,1,0.000000,0.000000,0,0,0.000,0.000000,0.000000
432,2,0.000000,0.000000,0,0,0.000,0.000000,0.000000
432,3,0.000000,0.000000,0,0,0.000,0.000000,0.000000
432,4,0.000000,0.000000,0,0,0.000,0.000000,0.000000
432,5,0.000000,0.000000,0,0,0.000,0.000000,0.000000
432,6,0.000000,0.000000,0,0,0.000,0.000000,0.000000
432,7,0.000000,0.000000,0,0,0.000,0.000000,0.000000
480,0,1.000000,0.749044,991,968,239.140,0.102482,0.000000
480,1,0.200000,0.000000,0,0,0.000,0.000000,0.000000
480,2,0.000000,0.000000,0,0,0.000,0.000000,0.000000
480,3,0.000000,0.000000,0,0,0.000,0.000000,0.000000
480,4,0.000000,0.000000,0,0,0.000,0.000000,0.000000
480,5,0.000000,0.000000,0,0,0.000,0.000000,0.000000
480,6,0.000000,0.000000,0,0,0.000,0.000000,0.000000
480,7,0.000000,0.000000,0,0,0.000,0.000000,0.000000
528,0,1.000000,0.786004,730,724,198.615,0.125718,0.000000
528,1,0.400000,0.000000,0,0,0.000,0.000000,0.000000
528,2,0.000000,0.000000,0,0,0.000,0.000000,0.000000
528,3,0.000000,0.000000,0,0,0.000,0.000000,0.000000
528,4,0.000000,0.000000,0,0,0.000,0.000000,0.000000
528,5,0.000000,0.000000,0,0,0.000,0.000000,0.000000
528,6,0.000000,0.000000,0,0,0.000,0.000000,0.000000
528,7,0.000000,0.000000,0,0,0.000,0.000000,0.000000
576,0,1.000000,0.808639,397,390,187.330,0.129810,0.000000
576,1,0.600000,0.451787,6,6,64.833,0.209595,0.000000
576,2,0.000000,0.000000,0,0,0.000,0.000000,0.000000
576,3,0.000000,0.000000,0,0,0.000,0.000000,0.000000
576,4,0.000000,0.000000,0,0,0.000,0.000000,0.000000
576,5,0.000000,0.000000,0,0,0.000,0.000000,0.000000
576,6,0.000000,0.000000,0,0,0.000,0.000000,0.000000
576,7,0.000000,0.000000,0,0,0.000,0.000000,0.000000
624,0,1.000000,0.796857,238,231,223.664,0.207920,0.000000
624,1,0.800000,0.346135,23,23,99.261,0.169331,0.000000
624,2,0.000000,0.000000,0,0,0.000,0.000000,0.000000
624,3,0.000000,0.000000,0,0,0.000,0.000000,0.000000
624,4,0.000000,0.000000,0,0,0.000,0.000000,0.000000
624,5,0.000000,0.000000,0,0,0.000,0.000000,0.000000
624,6,0.000000,0.000000,0,0,0.000,0.000000,0.000000
624,7,0.000000,0.000000,0,0,0.000,0.000000,0.000000
672,0,1.000000,0.809102,285,278,235.867,0.235566,0.000000
672,1,1.000000,0.334742,52,52,111.692,0.247297,0.000000
672,2,0.000000,0.000000,0,0,0.000,0.000000,0.000000
672,3,0.000000,0.000000,0,0,0.000,0.000000,0.000000
672,4,0.000000,0.000000,0,0,0.000,0.000000,0.000000
672,5,0.000000,0.000000,0,0,0.000,0.000000,0.000000
672,6,0.000000,0.000000,0,0,0.000,0.000000,0.000000
672,7,0.000000,0.000000,0,0,0.000,0.000000,0.000000
720,0,1.000000,0.807651,361,354,269.479,0.271145,0.000000
720,1,1.000000,0.326214,66,66,120.773,0.246183,0.000000
720,2,0.000000,0.000000,0,0,0.000,0.000000,0.000000
720,3,0.000000,0.000000,0,0,0.000,0.000000,0.000000
720,4,0.000000,0.000000,0,0,0.000,0.000000,0.000000
720,5,0.000000,0.000000,0,0,0.000,0.000000,0.000000
720,6,0.000000,0.000000,0,0,0.000,0.000000,0.000000
720,7,0.000000,0.000000,0,0,0.000,0.000000,0.000000
768,0,1.000000,0.820506,375,371,305.693,0.301775,0.000000
768,1,1.000000,0.347295,107,107,130.308,0.263620,0.000000
768,2,0.000000,0.000000,0,0,0.000,0.000000,0.000000
768,3,0.000000,0.000000,0,0,0.000,0.000000,0.000000
768,4,0.000000,0.000000,0,0,0.000,0.000000,0.000000
768,5,0.000000,0.000000,0,0,0.000,0.000000,0.000000
768,6,0.000000,0.000000,0,0,0.000,0.000000,0.000000
768,7,0.000000,0.000000,0,0,0.000,0.000000,0.000000
816,0,1.000000,0.829345,346,344,320.688,0.340048,0.000000
816,1,1.000000,0.348272,156,156,136.353,0.260715,0.000000
816,2,0.000000,0.000000,0,0,0.000,0.000000,0.000000
816,3,0.000000,0.000000,0,0,0.000,0.000000,0.000000
816,4,0.000000,0.000000,0,0,0.000,0.000000,0.000000
816,5,0.000000,0.000000,0,0,0.000,0.000000,0.000000
816,6,0.000000,0.000000,0,0,0.000,0.000000,0.000000
816,7,0.000000,0.000000,0,0,0.000,0.000000,0.000000
864,0,1.000000,0.833988,281,276,360.014,0.316187,0.000000
864,1,1.000000,0.360568,154,154,146.896,0.259594,0.000000
864,2,0.000000,0.000000,0,0,0.000,0.000000,0.000000
864,3,0.000000,0.000000,0,0,0.000,0.000000,0.000000
864,4,0.000000,0.000000,0,0,0.000,0.000000,0.000000
864,5,0.000000,0.000000,0,0,0.000,0.000000,0.000000
864,6,0.000000,0.000000,0,0,0.000,0.000000,0.000000
864,7,0.000000,0.000000,0,0,0.000,0.000000,0.000000
912,0,1.000000,0.822923,181,171,382.840,0.387346,0.000000
912,1,1.000000,0.338451,128,128,150.977,0.342436,0.000000
912,2,0.000000,0.000000,0,0,0.000,0.000000,0.000000
912,3,0.000000,0.000000,0,0,0.000,0.000000,0.000000
912,4,0.000000,0.000000,0,0,0.000,0.000000,0.000000
912,5,0.000000,0.000000,0,0,0.000,0.000000,0.000000
912,6,0.000000,0.000000,0,0,0.000,0.000000,0.000000
912,7,0.000000,0.000000,0,0,0.000,0.000000,0.000000
960,0,1.000000,0.831713,158,153,381.456,0.391931,0.000000
