condition,seed,bin_idx,rollout,fall_step,tracking_error,epte_sp,v_x_mean,v_x_signed_mean,vfc,action_rate,term_reason,duty_factor,stride_freq_hz,stride_length_m
uniform,0,0,0,999,0.3456810712814331,0.34633541107177734,0.3318590521812439,0.3317616879940033,1.3270467519760132,0.20838189125061035,time_out,0.6469999551773071,3.512500047683716,0.09445172548294067
uniform,0,0,1,999,0.3112020194530487,0.3118908107280731,0.28639838099479675,0.28471675515174866,1.1388670206069946,0.1916232705116272,time_out,0.6472499966621399,3.2624998092651367,0.08726950734853745
uniform,0,0,2,999,0.38597413897514343,0.3865881860256195,0.34221380949020386,0.3421328067779541,1.3685312271118164,0.20554392039775848,time_out,0.6370000243186951,3.487499952316284,0.09810259938240051
uniform,0,0,3,999,0.36193332076072693,0.3625713884830475,0.3213103711605072,0.32086169719696045,1.2834467887878418,0.19925174117088318,time_out,0.6287499666213989,3.450000047683716,0.09300339221954346
uniform,0,0,4,999,0.2778511345386505,0.27857327461242676,0.2934473156929016,0.2917786240577698,1.167114496231079,0.1955597698688507,time_out,0.6575000286102295,3.3999998569488525,0.08581724762916565
uniform,0,0,5,999,0.3455612063407898,0.3462156653404236,0.33146244287490845,0.33139854669570923,1.325594186782837,0.20544157922267914,time_out,0.6437499523162842,3.575000047683716,0.09269889444112778
uniform,0,0,6,999,0.21764083206653595,0.21842320263385773,0.26058220863342285,0.258510559797287,1.034042239189148,0.19245202839374542,time_out,0.6897500157356262,3.2125000953674316,0.08047021180391312
uniform,0,0,7,999,0.3549174666404724,0.35556256771087646,0.3320746421813965,0.332010418176651,1.328041672706604,0.20597697794437408,time_out,0.6537500023841858,3.5374999046325684,0.09385453909635544
uniform,0,0,8,999,0.2801646590232849,0.2808845043182373,0.19308346509933472,0.18909981846809387,0.7563992738723755,0.1832832247018814,time_out,0.7697499990463257,2.9375,0.0643744096159935
uniform,0,0,9,999,0.33564701676368713,0.336311399936676,0.32826563715934753,0.3281964957714081,1.3127859830856323,0.20692788064479828,time_out,0.653249979019165,3.512500047683716,0.09343672543764114
uniform,0,0,10,999,0.24198834598064423,0.24274636805057526,0.1934940367937088,0.19259844720363617,0.7703937888145447,0.18535557389259338,time_out,0.7742500305175781,3.0999999046325684,0.06212853267788887
uniform,0,0,11,999,0.13716110587120056,0.13802394270896912,0.25515589118003845,0.2550877332687378,1.0203509330749512,0.19958794116973877,time_out,0.7209999561309814,3.362499952316284,0.07586252689361572
uniform,0,0,12,999,0.192722886800766,0.19353017210960388,0.2529458999633789,0.2509852945804596,1.0039411783218384,0.1951311230659485,time_out,0.7130000591278076,3.25,0.07722624391317368
uniform,0,0,13,999,0.23675431311130524,0.2375175803899765,0.28739383816719055,0.2857528626918793,1.143011450767517,0.19512583315372467,time_out,0.6629999876022339,3.3499999046325684,0.08529936522245407
uniform,0,0,14,999,0.22005686163902283,0.2208368182182312,0.2770210802555084,0.2745753824710846,1.0983015298843384,0.19882464408874512,time_out,0.6875,3.375,0.08135566860437393
uniform,0,0,15,999,0.340481698513031,0.3411412239074707,0.329073041677475,0.3289848864078522,1.3159395456314087,0.20439301431179047,time_out,0.6434999704360962,3.5374999046325684,0.09299926459789276
uniform,0,0,16,999,0.20401321351528168,0.20480921864509583,0.2634603679180145,0.2613217234611511,1.0452868938446045,0.20132756233215332,time_out,0.7120000123977661,3.3874998092651367,0.07714294642210007
uniform,0,0,17,999,0.34888550639152527,0.34953662753105164,0.3225697875022888,0.3214547038078308,1.2858188152313232,0.20288018882274628,time_out,0.6420000195503235,3.4625000953674316,0.09283889830112457
