step,bin_idx,weight,mean_reward,n_samples,n_falls,mean_ep_len,mean_vx_at_term,r_en
48,0,0.125000,0.000136,4131,4096,8.473,0.130374,0.000039
48,1,0.125000,0.011622,32,0,1000.000,0.168825,0.005966
48,2,0.125000,0.003602,20,0,1000.000,0.164206,0.005060
48,3,0.125000,0.000809,25,0,1000.000,0.226639,0.007333
48,4,0.125000,0.000096,27,0,1000.000,0.194354,0.006115
48,5,0.125000,0.000007,21,0,1000.000,0.191573,0.007438
48,6,0.125000,0.000000,18,0,1000.000,0.209850,0.007918
48,7,0.125000,0.000000,33,0,1000.000,0.186349,0.006429
96,0,0.125000,0.061874,26,1,986.192,0.187392,0.022489
96,1,0.125000,0.035394,19,1,965.105,0.127240,0.021882
96,2,0.125000,0.010159,23,0,1000.000,0.184363,0.020951
96,3,0.125000,0.002013,24,0,1000.000,0.224808,0.022765
96,4,0.125000,0.000244,21,0,1000.000,0.196155,0.019800
96,5,0.125000,0.000018,18,0,1000.000,0.182588,0.023051
96,6,0.125000,0.000001,27,0,1000.000,0.160912,0.021910
96,7,0.125000,0.000000,24,0,1000.000,0.177224,0.021753
144,0,0.125000,0.171676,26,5,901.769,0.148826,0.055140
144,1,0.125000,0.056475,35,3,981.286,0.176784,0.037824
144,2,0.125000,0.019048,20,2,982.000,0.162960,0.036137
144,3,0.125000,0.004710,24,3,962.333,0.142238,0.041426
144,4,0.125000,0.000521,25,1,998.120,0.194170,0.035798
144,5,0.125000,0.000042,28,1,993.857,0.170833,0.037080
144,6,0.125000,0.000002,14,0,1000.000,0.136661,0.039451
144,7,0.125000,0.000000,18,0,1000.000,0.147371,0.036693
192,0,0.125000,0.208889,32,9,876.500,0.101224,0.071557
192,1,0.125000,0.104286,31,3,943.742,0.112351,0.063210
192,2,0.125000,0.035362,41,7,940.073,0.136833,0.056829
192,3,0.125000,0.007104,28,1,972.000,0.134109,0.057204
192,4,0.125000,0.000835,36,2,980.139,0.119641,0.051532
192,5,0.125000,0.000085,27,4,943.074,0.094299,0.054622
