step,bin_idx,weight,mean_reward,n_samples,n_falls,mean_ep_len,mean_vx_at_term,r_en
240,3,0.125000,0.012090,27,3,920.222,0.099426,0.083784
240,4,0.125000,0.001693,26,5,904.731,0.116387,0.078975
240,5,0.125000,0.000141,26,4,943.577,0.083005,0.075850
240,6,0.125000,0.000007,37,5,945.351,0.119740,0.071622
240,7,0.125000,0.000000,35,4,915.343,0.118523,0.082282
288,0,0.125000,0.292711,38,10,893.605,0.096637,0.095682
288,1,0.125000,0.183452,40,11,857.100,0.138447,0.105261
288,2,0.125000,0.055001,23,7,927.348,0.110037,0.085305
288,3,0.125000,0.020515,25,9,831.440,0.096325,0.110684
288,4,0.125000,0.002098,28,6,885.000,0.133709,0.100721
288,5,0.125000,0.000134,34,8,956.618,0.117747,0.084443
288,6,0.125000,0.000007,29,4,926.828,0.113483,0.088628
288,7,0.125000,0.000000,32,3,926.031,0.160395,0.098371
336,0,0.125000,0.497244,34,18,687.265,0.109379,0.164414
336,1,0.125000,0.284670,36,20,727.417,0.121818,0.144924
336,2,0.125000,0.115970,42,24,710.119,0.092827,0.156742
336,3,0.125000,0.027227,47,24,717.511,0.079787,0.155546
336,4,0.125000,0.005167,51,28,663.980,0.086158,0.173091
336,5,0.125000,0.000394,49,25,732.816,0.093840,0.157130
336,6,0.125000,0.000027,50,27,686.520,0.095196,0.161993
336,7,0.125000,0.000001,47,23,723.277,0.122451,0.161175
384,0,0.125000,0.524433,50,28,695.720,0.085092,0.180657
384,1,0.125000,0.332999,45,27,668.756,0.075719,0.192139
384,2,0.125000,0.124527,45,27,705.756,0.082785,0.172052
384,3,0.125000,0.032245,47,24,696.128,0.094765,0.175697
384,4,0.125000,0.005283,63,40,652.873,0.098068,0.182649
384,5,0.125000,0.000593,66,38,636.879,0.096760,0.202101
384,6,0.125000,0.000041,68,49,591.574,0.093938,0.205740
384,7,0.125000,0.000002,77,49,595.325,0.079255,0.205174
432,0,0.125000,0.571412,55,34,689.491,0.102287,0.191983
432,1,0.125000,0.357269,54,36,672.222,0.076133,0.201027
432,2,0.125000,0.147091,51,28,645.608,0.076701,0.204524
432,3,0.125000,0.037968,62,40,631.516,0.086860,0.205700
432,4,0.125000,0.006466,60,38,605.883,0.085161,0.216200
432,5,0.125000,0.000476,65,29,728.708,0.092177,0.185356
432,6,0.125000,0.000051,42,31,576.738,0.087064,0.225792
432,7,0.125000,0.000001,55,33,650.673,0.090372,0.204553
480,0,0.125000,0.639375,50,31,614.900,0.098287,0.222175
480,1,0.125000,0.338404,37,19,756.973,0.094906,0.191932
480,2,0.125000,0.163943,53,35,612.623,0.093003,0.221928
480,3,0.125000,0.039376,42,25,666.048,0.065458,0.225170
480,4,0.125000,0.005782,49,23,695.796,0.105419,0.205677
480,5,0.125000,0.000655,50,33,572.280,0.080952,0.236693
480,6,0.125000,0.000033,61,29,714.623,0.108327,0.209169
480,7,0.125000,0.000002,42,19,691.500,0.100460,0.213896
528,0,0.125000,0.615784,49,23,712.490,0.070800,0.220539
528,1,0.125000,0.385356,41,21,690.341,0.113037,0.221829
528,2,0.125000,0.174253,27,17,601.778,0.110394,0.248463
528,3,0.125000,0.047847,42,30,529.452,0.062177,0.256879
528,4,0.125000,0.005934,47,26,673.872,0.076708,0.226334
528,5,0.125000,0.000636,38,25,600.895,0.116923,0.246004
528,6,0.125000,0.000043,48,28,579.708,0.113980,0.253899
528,7,0.125000,0.000001,34,18,681.882,0.101308,0.226331
576,0,0.125000,0.630084,27,10,726.111,0.103938,0.222235
576,1,0.125000,0.359386,30,10,809.833,0.107636,0.213013
576,2,0.125000,0.137440,38,16,751.105,0.103100,0.223600
576,3,0.125000,0.038966,30,14,667.967,0.128497,0.240569
576,4,0.125000,0.005267,39,17,762.667,0.115000,0.225622
576,5,0.125000,0.000481,29,10,781.931,0.157350,0.214584
576,6,0.125000,0.000036,20,9,687.600,0.129240,0.257585
576,7,0.125000,0.000001,38,12,823.658,0.153769,0.218475
624,0,0.125000,0.613805,24,8,813.417,0.099837,0.239834
624,1,0.125000,0.393422,37,14,737.973,0.114415,0.244384
624,2,0.125000,0.132128,25,8,805.040,0.129825,0.233983
624,3,0.125000,0.026268,27,6,903.741,0.133961,0.212571
624,4,0.125000,0.003973,26,7,768.038,0.107786,0.241753
624,5,0.125000,0.000371,26,9,798.231,0.114575,0.232799
624,6,0.125000,0.000011,13,1,933.385,0.094646,0.197866
624,7,0.125000,0.000001,17,6,766.471,0.086653,0.243682
672,0,0.125000,0.645787,31,11,806.710,0.133517,0.246051
672,1,0.125000,0.361405,23,5,846.478,0.105768,0.248524
672,2,0.125000,0.127710,22,5,861.000,0.114628,0.237970
672,3,0.125000,0.025239,19,5,877.316,0.139428,0.235929
672,4,0.125000,0.003935,33,5,899.394,0.083241,0.229043
672,5,0.125000,0.000293,23,11,704.391,0.094624,0.269621
672,6,0.125000,0.000016,25,10,782.560,0.078858,0.250132
672,7,0.125000,0.000000,26,12,752.808,0.065253,0.270558
720,0,0.125000,0.691741,33,11,813.151,0.101137,0.259265
720,1,0.125000,0.381872,25,4,883.520,0.123496,0.250534
720,2,0.125000,0.152761,32,13,802.312,0.088847,0.261154
720,3,0.125000,0.029393,16,3,921.188,0.148276,0.236254
720,4,0.125000,0.003356,16,1,955.188,0.131266,0.235459
720,5,0.125000,0.000323,31,7,845.613,0.090992,0.251918
720,6,0.125000,0.000020,24,6,817.125,0.106112,0.257664
720,7,0.125000,0.000000,19,7,763.000,0.104083,0.265337
768,0,0.125000,0.794151,43,28,607.070,0.084499,0.316779
768,1,0.125000,0.481332,45,27,625.644,0.107369,0.313625
768,2,0.125000,0.193613,36,26,596.861,0.160629,0.327278
768,3,0.125000,0.041522,33,18,671.515,0.143285,0.308479
768,4,0.125000,0.005975,38,16,775.711,0.146490,0.283860
768,5,0.125000,0.000576,31,14,822.226,0.129185,0.293770
768,6,0.125000,0.000060,32,18,665.000,0.146723,0.315524
768,7,0.125000,0.000002,24,9,832.125,0.150414,0.281283
816,0,0.125000,0.828221,42,30,581.214,0.096466,0.332533
816,1,0.125000,0.518390,54,43,570.426,0.109244,0.333072
816,2,0.125000,0.197771,72,55,629.611,0.112424,0.334340
816,3,0.125000,0.044851,56,35,677.107,0.115442,0.323388
816,4,0.125000,0.007699,57,42,644.228,0.095191,0.336231
816,5,0.125000,0.000919,52,42,569.673,0.112391,0.342769
816,6,0.125000,0.000061,64,44,597.844,0.105496,0.333388
816,7,0.125000,0.000003,60,45,528.483,0.110678,0.344017
864,0,0.125000,0.852096,32,23,585.344,0.082765,0.339101
864,1,0.125000,0.522271,49,35,635.612,0.112235,0.336195
864,2,0.125000,0.222557,52,43,524.712,0.131572,0.348408
864,3,0.125000,0.050852,48,33,641.646,0.095581,0.344290
864,4,0.125000,0.008901,61,49,550.049,0.097726,0.361490
864,5,0.125000,0.000853,59,46,593.186,0.088189,0.343635
864,6,0.125000,0.000076,61,47,561.049,0.105407,0.346017
864,7,0.125000,0.000002,49,37,584.776,0.140389,0.344504
912,0,0.125000,0.841492,37,19,741.135,0.071582,0.330655
912,1,0.125000,0.550822,45,29,584.911,0.119422,0.357351
912,2,0.125000,0.210723,43,29,630.744,0.105090,0.345852
912,3,0.125000,0.057231,47,34,600.766,0.109336,0.358150
912,4,0.125000,0.010174,51,39,522.059,0.087830,0.363210
912,5,0.125000,0.000878,47,32,682.830,0.114363,0.344641
912,6,0.125000,0.000068,61,45,614.475,0.087048,0.355893
912,7,0.125000,0.000003,57,40,616.105,0.084434,0.353201
960,0,0.125000,0.863740,30,15,774.133,0.079696,0.342777
960,1,0.125000,0.570338,44,29,560.250,0.112772,0.370606
960,2,0.125000,0.218273,37,25,665.216,0.099980,0.357776
960,3,0.125000,0.063738,53,38,556.415,0.115001,0.373540
960,4,0.125000,0.009519,50,34,613.860,0.121511,0.364570
960,5,0.125000,0.001368,56,39,550.429,0.095080,0.379143
960,6,0.125000,0.000073,58,47,495.172,0.121463,0.377988
960,7,0.125000,0.000003,47,33,606.362,0.168360,0.360592
1008,0,0.125000,0.897489,27,16,642.778,0.076002,0.370790
1008,1,0.125000,0.571223,32,19,648.469,0.104742,0.372873
1008,2,0.125000,0.237144,46,36,569.565,0.109744,0.388958
1008,3,0.125000,0.058172,41,30,576.951,0.089232,0.379875
1008,4,0.125000,0.010300,57,44,526.070,0.112156,0.380755
1008,5,0.125000,0.001117,53,38,564.849,0.148271,0.390394
1008,6,0.125000,0.000106,45,25,715.778,0.127871,0.372031
1008,7,0.125000,0.000025,44,34,584.659,0.145130,0.379081
1056,0,0.125000,0.905241,37,21,661.432,0.087713,0.379980
1056,1,0.125000,0.592511,39,28,566.333,0.116757,0.391113
1056,2,0.125000,0.245136,57,47,576.754,0.126593,0.393898
1056,3,0.125000,0.065036,56,47,499.304,0.169195,0.396633
1056,4,0.125000,0.011894,56,42,513.625,0.162162,0.402928
1056,5,0.125000,0.001315,50,39,538.120,0.161452,0.405259
1056,6,0.125000,0.000098,42,35,509.857,0.096091,0.400504
1056,7,0.125000,0.000056,40,27,610.625,0.195216,0.379631
1104,0,0.125000,0.916590,50,34,551.900,0.105007,0.404956
1104,1,0.125000,0.607260,53,47,484.755,0.124219,0.405642
1104,2,0.125000,0.262242,75,62,470.587,0.134246,0.406836
1104,3,0.125000,0.068689,84,75,474.464,0.183072,0.412625
1104,4,0.125000,0.011660,56,49,474.714,0.206737,0.406360
1104,5,0.125000,0.001137,49,42,558.163,0.200981,0.403916
1104,6,0.125000,0.000108,47,36,526.255,0.172043,0.406589
1104,7,0.125000,0.000040,46,39,535.370,0.218791,0.393584
1152,0,0.125000,0.922286,42,33,534.452,0.096410,0.396710
1152,1,0.125000,0.623981,57,48,474.807,0.131691,0.416408
1152,2,0.125000,0.274105,79,71,410.557,0.113881,0.425683
1152,3,0.125000,0.069240,86,74,507.837,0.165358,0.421738
1152,4,0.125000,0.012405,79,69,459.684,0.169647,0.427670
1152,5,0.125000,0.001438,60,50,520.050,0.179448,0.417884
1152,6,0.125000,0.000226,46,32,563.174,0.215969,0.411789
1152,7,0.125000,0.000135,39,23,724.103,0.202064,0.384142
1200,0,0.125000,0.921989,35,25,564.114,0.141344,0.400626
1200,1,0.125000,0.634221,62,54,468.565,0.180043,0.432742
1200,2,0.125000,0.281782,90,83,437.600,0.103712,0.439111
1200,3,0.125000,0.078700,93,89,408.538,0.139811,0.438273
1200,4,0.125000,0.013612,79,76,436.443,0.134234,0.440704
1200,5,0.125000,0.001467,74,65,495.784,0.182222,0.416227
1200,6,0.125000,0.000149,42,37,457.405,0.127408,0.422076
1200,7,0.125000,0.000059,44,32,502.250,0.230394,0.424978
1248,0,0.125000,0.917231,48,32,685.021,0.142224,0.411426
1248,1,0.125000,0.643871,93,84,442.989,0.144579,0.441190
1248,2,0.125000,0.297673,171,165,384.269,0.140050,0.456230
1248,3,0.125000,0.087139,163,159,420.675,0.167097,0.457876
1248,4,0.125000,0.016572,210,206,333.381,0.134888,0.460698
1248,5,0.125000,0.001947,217,212,400.724,0.136641,0.449711
1248,6,0.125000,0.000161,241,235,415.021,0.142572,0.449159
1248,7,0.125000,0.000015,138,133,394.174,0.160990,0.442684
1296,0,0.125000,0.922941,29,20,645.069,0.151074,0.422032
1296,1,0.125000,0.645685,80,71,498.038,0.166249,0.444443
1296,2,0.125000,0.313691,115,111,352.478,0.133151,0.475245
1296,3,0.125000,0.096424,118,116,332.686,0.142601,0.476728
1296,4,0.125000,0.019212,124,122,313.540,0.170180,0.481136
1296,5,0.125000,0.002086,162,157,364.827,0.177561,0.462426
1296,6,0.125000,0.000168,166,161,380.367,0.199406,0.459889
1296,7,0.125000,0.000010,170,163,426.718,0.220582,0.451183
1344,0,0.125000,0.919717,28,7,856.857,0.223437,0.405494
1344,1,0.125000,0.670510,47,34,452.723,0.240467,0.466099
1344,2,0.125000,0.326515,77,72,301.455,0.242101,0.482307
1344,3,0.125000,0.109924,81,80,185.790,0.265456,0.508313
1344,4,0.125000,0.021575,82,80,202.732,0.311919,0.515568
1344,5,0.125000,0.002650,113,111,223.434,0.333890,0.509952
1344,6,0.125000,0.000210,128,121,292.406,0.357791,0.490067
1344,7,0.125000,0.000021,129,123,323.899,0.384914,0.477356
1392,0,0.125000,0.922799,32,7,872.969,0.175572,0.398550
1392,1,0.125000,0.657052,33,20,562.273,0.185284,0.442525
1392,2,0.125000,0.342315,56,52,270.304,0.325115,0.502988
1392,3,0.125000,0.107487,63,61,219.778,0.366616,0.516752
1392,4,0.125000,0.021418,88,84,213.864,0.335805,0.515986
1392,5,0.125000,0.002465,89,86,199.876,0.413900,0.509173
1392,6,0.125000,0.000207,89,84,267.921,0.478302,0.491039
1392,7,0.125000,0.000046,87,80,348.287,0.517240,0.472017
1440,0,0.125000,0.913907,22,3,922.000,0.177446,0.407733
1440,1,0.125000,0.663517,29,20,511.207,0.290782,0.459533
1440,2,0.125000,0.325060,46,40,354.457,0.364820,0.495509
1440,3,0.125000,0.106287,32,32,157.344,0.380111,0.519823
1440,4,0.125000,0.020796,39,36,227.615,0.417441,0.532481
1440,5,0.125000,0.002529,43,41,209.605,0.462638,0.513490
1440,6,0.125000,0.000196,39,36,233.026,0.492497,0.495454
1440,7,0.125000,0.000019,47,44,307.277,0.537007,0.477357
1488,0,0.125000,0.930640,31,10,815.903,0.159529,0.426508
1488,1,0.125000,0.674444,44,31,521.727,0.248080,0.472327
1488,2,0.125000,0.330370,95,89,336.432,0.303336,0.506679
1488,3,0.125000,0.103325,88,86,225.966,0.335197,0.518999
1488,4,0.125000,0.020792,84,84,190.940,0.313505,0.527214
1488,5,0.125000,0.002222,82,81,203.927,0.401167,0.513037
1488,6,0.125000,0.000184,76,75,239.026,0.436114,0.503552
1488,7,0.125000,0.000033,75,69,310.333,0.490732,0.483782
1536,0,0.125000,0.934993,31,10,794.032,0.212801,0.433931
1536,1,0.125000,0.684658,45,33,502.689,0.289906,0.484792
1536,2,0.125000,0.334626,66,64,297.545,0.330799,0.513663
1536,3,0.125000,0.103704,87,87,231.115,0.385931,0.531107
1536,4,0.125000,0.019039,86,85,223.791,0.406875,0.524735
1536,5,0.125000,0.002136,77,74,241.416,0.481472,0.523585
1536,6,0.125000,0.000165,72,70,263.903,0.514895,0.509881
1536,7,0.125000,0.000006,72,70,301.889,0.484579,0.493786
1584,0,0.125000,0.942711,23,9,771.261,0.251309,0.443600
1584,1,0.125000,0.701222,40,33,424.100,0.379263,0.494734
1584,2,0.125000,0.336796,44,42,342.205,0.362083,0.514821
1584,3,0.125000,0.106435,35,35,231.800,0.458199,0.530894
1584,4,0.125000,0.019397,48,48,250.083,0.483003,0.543006
1584,5,0.125000,0.002342,32,31,205.344,0.461777,0.533679
1584,6,0.125000,0.000169,34,34,270.794,0.491150,0.518825
1584,7,0.125000,0.000035,38,35,360.316,0.512235,0.498318
1680,0,0.125000,0.940006,38,5,929.105,0.181831,0.440768
1680,1,0.125000,0.688800,32,18,623.969,0.215863,0.482288
1680,2,0.125000,0.341260,33,31,342.152,0.321962,0.523928
1680,3,0.125000,0.108903,31,31,225.032,0.375776,0.540115
1680,4,0.125000,0.018796,32,29,304.719,0.402172,0.514698
1680,5,0.125000,0.002189,23,22,236.435,0.469031,0.514121
1680,6,0.125000,0.000120,19,18,259.105,0.429845,0.506658
1680,7,0.125000,0.000075,27,20,520.556,0.329551,0.461739
1728,0,0.125000,0.949499,14,4,827.214,0.245034,0.463501
1728,1,0.125000,0.702566,20,15,537.950,0.234946,0.505092
1728,2,0.125000,0.346458,25,25,351.560,0.283497,0.539152
1728,3,0.125000,0.101317,30,30,274.833,0.327433,0.538136
1728,4,0.125000,0.019162,21,21,271.619,0.516954,0.537042
1728,5,0.125000,0.002184,19,19,334.895,0.582667,0.536522
1728,6,0.125000,0.000184,15,13,425.000,0.349949,0.499268
1728,7,0.125000,0.000044,16,14,420.312,0.543486,0.478629
1776,0,0.125000,0.950227,23,4,942.522,0.262506,0.469239
1776,1,0.125000,0.698259,40,22,704.375,0.207578,0.498701
1776,2,0.125000,0.344766,42,40,402.619,0.315846,0.532700
1776,3,0.125000,0.102191,28,26,368.000,0.397333,0.536204
1776,4,0.125000,0.018625,32,31,352.938,0.535963,0.548076
1776,5,0.125000,0.002323,30,30,285.967,0.514095,0.531041
1776,6,0.125000,0.000157,28,26,365.393,0.543976,0.521562
1776,7,0.125000,0.000004,16,15,433.438,0.576188,0.479561
1824,0,0.125000,0.952788,61,12,901.410,0.232149,0.473519
1824,1,0.125000,0.713300,43,35,584.256,0.302808,0.516572
1824,2,0.125000,0.338147,46,43,463.870,0.345428,0.536765
1824,3,0.125000,0.101825,41,39,358.829,0.403492,0.546620
1824,4,0.125000,0.018961,26,26,288.077,0.604310,0.552947
1824,5,0.125000,0.002094,44,42,340.273,0.594083,0.540495
1824,6,0.125000,0.000137,48,47,393.688,0.594424,0.519762
1824,7,0.125000,0.000023,37,32,520.973,0.489245,0.474718
1872,0,0.125000,0.955496,30,6,905.333,0.294798,0.472627
1872,1,0.125000,0.699040,37,12,847.919,0.286791,0.494043
1872,2,0.125000,0.344791,28,24,467.143,0.364655,0.544112
1872,3,0.125000,0.105720,33,33,355.485,0.557420,0.553050
1872,4,0.125000,0.018247,27,26,321.481,0.505299,0.549866
1872,5,0.125000,0.001789,21,21,435.524,0.495124,0.528479
1872,6,0.125000,0.000116,19,17,471.684,0.472342,0.513583
1872,7,0.125000,0.000047,31,22,552.903,0.458813,0.483278
1920,0,0.125000,0.956072,47,6,951.723,0.202702,0.472566
1920,1,0.125000,0.706094,36,20,746.694,0.301551,0.505179
1920,2,0.125000,0.355824,27,25,464.037,0.470204,0.556219
1920,3,0.125000,0.103205,27,25,403.037,0.395559,0.544492
1920,4,0.125000,0.020434,17,17,316.118,0.518994,0.572445
1920,5,0.125000,0.002331,24,22,369.833,0.499325,0.545732
1920,6,0.125000,0.000137,27,25,413.593,0.599524,0.531229
1920,7,0.125000,0.000058,28,23,542.071,0.548473,0.491089
1968,0,0.125000,0.957360,32,5,913.656,0.224795,0.482632
1968,1,0.125000,0.706425,37,18,794.189,0.295928,0.508718
1968,2,0.125000,0.342983,31,27,547.258,0.385183,0.538471
1968,3,0.125000,0.109476,25,25,403.680,0.424763,0.564520
1968,4,0.125000,0.022776,22,21,306.045,0.431249,0.569569
1968,5,0.125000,0.001817,16,14,569.062,0.589667,0.524078
1968,6,0.125000,0.000160,22,21,474.318,0.602988,0.522545
1968,7,0.125000,0.000017,23,21,525.435,0.556843,0.496284
2016,0,0.125000,0.962376,35,3,956.200,0.262966,0.499131
2016,1,0.125000,0.714790,21,13,759.762,0.283182,0.523036
2016,2,0.125000,0.350601,24,24,446.625,0.285617,0.549141
2016,3,0.125000,0.111612,23,23,408.174,0.487961,0.566592
2016,4,0.125000,0.018997,21,21,335.619,0.550528,0.554150
2016,5,0.125000,0.002408,16,16,371.062,0.612251,0.566673
2016,6,0.125000,0.000128,14,13,511.714,0.481871,0.537441
2016,7,0.125000,0.000005,20,18,545.850,0.525863,0.503659
2064,0,0.125000,0.963056,42,8,948.452,0.228248,0.493881
2064,1,0.125000,0.717618,34,12,878.794,0.299719,0.519585
2064,2,0.125000,0.367463,12,11,543.000,0.405781,0.571249
2064,3,0.125000,0.100221,9,9,488.111,0.683694,0.550395
2064,4,0.125000,0.020740,12,12,370.250,0.615380,0.586861
2064,5,0.125000,0.002009,12,10,502.833,0.515895,0.544481
2064,6,0.125000,0.000118,12,11,532.833,0.592311,0.531800
2064,7,0.125000,0.000123,20,13,746.650,0.455447,0.497064
2112,0,0.125000,0.963636,54,1,992.018,0.219057,0.500032
2112,1,0.125000,0.735577,22,7,932.000,0.290673,0.538706
2112,2,0.125000,0.354790,17,10,747.000,0.489762,0.554602
2112,3,0.125000,0.109897,7,6,515.286,0.468594,0.571318
2112,4,0.125000,0.018402,6,4,629.833,0.500756,0.546722
2112,5,0.125000,0.002185,12,8,594.917,0.549659,0.561275
2112,6,0.125000,0.000169,8,5,794.000,0.275066,0.521306
2112,7,0.125000,0.000169,22,12,714.909,0.383036,0.493038
2160,0,0.125000,0.965160,48,3,993.854,0.258273,0.506874
2160,1,0.125000,0.730066,24,6,912.000,0.266845,0.536627
2160,2,0.125000,0.358819,15,12,672.333,0.321596,0.560687
2160,3,0.125000,0.107735,20,17,491.850,0.483669,0.566438
2160,4,0.125000,0.019986,11,9,581.727,0.612294,0.556443
2160,5,0.125000,0.001858,13,11,642.000,0.566651,0.542138
2160,6,0.125000,0.000124,11,11,599.636,0.689971,0.536028
2160,7,0.125000,0.000119,19,10,696.263,0.442127,0.515049
2208,0,0.125000,0.965108,80,3,981.463,0.210258,0.505477
2208,1,0.125000,0.731359,65,19,912.569,0.271392,0.539189
2208,2,0.125000,0.352964,25,15,774.160,0.294776,0.559493
2208,3,0.125000,0.111450,27,19,553.407,0.406300,0.570461
2208,4,0.125000,0.019800,24,22,509.875,0.381899,0.566746
2208,5,0.125000,0.002230,23,19,603.261,0.535643,0.554595
2208,6,0.125000,0.000174,27,21,670.148,0.431371,0.522904
2208,7,0.125000,0.000232,27,18,720.074,0.497421,0.508333
2256,0,0.125000,0.967341,137,3,995.672,0.215877,0.523018
2256,1,0.125000,0.726926,111,10,982.072,0.256547,0.532815
2256,2,0.125000,0.346364,46,6,932.152,0.264196,0.548423
2256,3,0.125000,0.106958,35,22,695.171,0.286125,0.569060
2256,4,0.125000,0.017806,23,11,772.565,0.332695,0.553576
2256,5,0.125000,0.002071,24,14,684.292,0.449770,0.547599
2256,6,0.125000,0.000347,39,16,794.333,0.378744,0.535830
2256,7,0.125000,0.000236,41,12,881.439,0.338983,0.515108
2304,0,0.125000,0.966693,103,2,994.689,0.217417,0.520352
2304,1,0.125000,0.729674,74,3,979.149,0.227810,0.542189
2304,2,0.125000,0.352978,31,5,919.161,0.241341,0.559804
2304,3,0.125000,0.103327,26,14,754.192,0.352528,0.561229
2304,4,0.125000,0.018792,19,7,812.000,0.329808,0.566073
2304,5,0.125000,0.002340,23,7,800.043,0.420857,0.563545
2304,6,0.125000,0.000226,28,9,865.857,0.323714,0.532663
2304,7,0.125000,0.000257,33,7,911.939,0.253866,0.516049
2352,0,0.125000,0.967461,87,1,994.759,0.215633,0.521685
2352,1,0.125000,0.736141,38,2,970.974,0.257951,0.552297
2352,2,0.125000,0.356504,44,11,894.545,0.328593,0.563907
2352,3,0.125000,0.104470,23,14,647.000,0.396323,0.570427
2352,4,0.125000,0.018450,14,7,794.500,0.370733,0.565629
2352,5,0.125000,0.001988,22,8,811.455,0.414327,0.549835
2352,6,0.125000,0.000236,25,5,862.320,0.279925,0.543881
2352,7,0.125000,0.000199,32,2,978.812,0.206613,0.513482
2400,0,0.125000,0.967153,54,4,965.000,0.224724,0.531154
2400,1,0.125000,0.744904,36,6,925.472,0.219037,0.559054
2400,2,0.125000,0.358775,27,5,928.074,0.309537,0.571191
2400,3,0.125000,0.109424,22,10,758.955,0.417201,0.581144
2400,4,0.125000,0.019755,20,10,735.750,0.433696,0.573860
2400,5,0.125000,0.002261,17,5,805.353,0.306414,0.561338
2400,6,0.125000,0.000281,16,1,987.000,0.247629,0.544955
2400,7,0.125000,0.000257,25,4,952.760,0.203118,0.513231
2448,0,0.125000,0.969988,38,4,970.289,0.214098,0.540176
2448,1,0.125000,0.732075,24,4,893.167,0.238951,0.545220
2448,2,0.125000,0.355847,23,9,789.478,0.293228,0.567094
2448,3,0.125000,0.108867,21,11,711.476,0.422708,0.574947
2448,4,0.125000,0.019736,12,4,802.833,0.363003,0.579385
2448,5,0.125000,0.002036,13,7,720.154,0.369642,0.558745
2448,6,0.125000,0.000206,15,3,898.400,0.331812,0.542203
2448,7,0.125000,0.000064,19,4,943.684,0.251641,0.523844
2496,0,0.125000,0.968254,86,2,981.174,0.218384,0.544175
2496,1,0.125000,0.737811,67,3,977.343,0.281379,0.556798
2496,2,0.125000,0.360895,51,14,904.000,0.316664,0.579322
2496,3,0.125000,0.110905,31,7,898.097,0.380641,0.586345
2496,4,0.125000,0.018561,33,13,785.151,0.332060,0.567653
2496,5,0.125000,0.002147,37,8,868.568,0.303299,0.563959
2496,6,0.125000,0.000322,24,6,841.708,0.293563,0.535167
2496,7,0.125000,0.000288,48,4,960.812,0.239111,0.519144
2544,0,0.125000,0.971276,54,1,996.759,0.232524,0.548015
2544,1,0.125000,0.746468,54,4,969.111,0.279191,0.570869
2544,2,0.125000,0.356209,27,7,874.889,0.287217,0.572291
2544,3,0.125000,0.109025,23,12,669.739,0.418642,0.584327
2544,4,0.125000,0.018423,31,11,801.419,0.360032,0.573738
2544,5,0.125000,0.001963,28,10,808.714,0.367043,0.561448
2544,6,0.125000,0.000296,31,5,876.097,0.298486,0.538822
2544,7,0.125000,0.000195,24,5,932.875,0.288339,0.523542
2592,0,0.125000,0.965624,33,2,945.394,0.231455,0.548956
2592,1,0.125000,0.750873,22,4,901.045,0.298278,0.569954
2592,2,0.125000,0.357167,25,9,821.320,0.318799,0.576457
2592,3,0.125000,0.108833,20,13,698.500,0.462965,0.584758
2592,4,0.125000,0.019491,27,11,790.667,0.392639,0.580828
2592,5,0.125000,0.002250,21,7,792.619,0.369467,0.568579
2592,6,0.125000,0.000353,20,5,865.350,0.348581,0.548519
2592,7,0.125000,0.000180,21,5,856.286,0.325452,0.531031
2640,0,0.125000,0.971772,22,2,952.136,0.298957,0.578512
