step,bin_idx,weight,mean_reward,n_samples,n_falls,mean_ep_len,mean_vx_at_term,r_en
48,0,0.125000,0.000051,4115,4096,4.617,0.130580,0.000000
48,1,0.125000,0.001515,27,0,1000.000,0.187228,0.000000
48,2,0.125000,0.000019,19,0,1000.000,0.140999,0.000000
48,3,0.125000,0.000000,26,0,1000.000,0.235789,0.000000
48,4,0.125000,0.000000,31,0,1000.000,0.166200,0.000000
48,5,0.125000,0.000000,32,0,1000.000,0.142242,0.000000
48,6,0.125000,0.000000,25,0,1000.000,0.178953,0.000000
48,7,0.125000,0.000000,24,0,1000.000,0.195103,0.000000
96,0,0.125000,0.039822,24,1,981.250,0.183501,0.000000
96,1,0.125000,0.005112,32,2,995.625,0.201045,0.000000
96,2,0.125000,0.000282,30,2,957.867,0.185688,0.000000
96,3,0.125000,0.000000,25,0,1000.000,0.140166,0.000000
96,4,0.125000,0.000000,27,0,1000.000,0.169813,0.000000
96,5,0.125000,0.000000,21,1,977.571,0.190039,0.000000
96,6,0.125000,0.000000,18,2,944.278,0.147151,0.000000
96,7,0.125000,0.000000,23,0,1000.000,0.214341,0.000000
144,0,0.125000,0.066414,30,2,964.167,0.183637,0.000000
144,1,0.125000,0.016343,28,4,930.464,0.129429,0.000000
144,2,0.125000,0.000475,21,2,940.381,0.153264,0.000000
144,3,0.125000,0.000002,24,5,927.583,0.167237,0.000000
144,4,0.125000,0.000000,30,3,955.633,0.160617,0.000000
144,5,0.125000,0.000000,40,5,924.375,0.144154,0.000000
144,6,0.125000,0.000000,29,3,963.517,0.159825,0.000000
144,7,0.125000,0.000000,28,2,958.286,0.122499,0.000000
192,0,0.125000,0.163764,32,5,894.781,0.116260,0.000000
192,1,0.125000,0.024610,29,5,909.483,0.094244,0.000000
192,2,0.125000,0.000969,44,12,872.795,0.118126,0.000000
192,3,0.125000,0.000007,31,7,866.290,0.140858,0.000000
192,4,0.125000,0.000000,25,5,926.680,0.142356,0.000000
192,5,0.125000,0.000000,36,15,792.694,0.093395,0.000000
192,6,0.125000,0.000000,32,9,878.250,0.159444,0.000000
192,7,0.125000,0.000000,34,6,932.618,0.165818,0.000000
240,0,0.125000,0.206669,38,14,833.658,0.106102,0.000000
240,1,0.125000,0.030703,36,11,896.444,0.110252,0.000000
240,2,0.125000,0.000732,41,5,939.098,0.105147,0.000000
240,3,0.125000,0.000005,30,7,923.133,0.098484,0.000000
240,4,0.125000,0.000000,34,10,826.882,0.107268,0.000000
240,5,0.125000,0.000000,37,6,912.054,0.147837,0.000000
240,6,0.125000,0.000000,20,5,912.300,0.084291,0.000000
240,7,0.125000,0.000000,24,5,927.208,0.109482,0.000000
288,0,0.125000,0.273044,32,13,787.125,0.125673,0.000000
288,1,0.125000,0.051130,43,16,788.651,0.103324,0.000000
288,2,0.125000,0.000843,22,5,904.773,0.128615,0.000000
288,3,0.125000,0.000010,29,7,845.793,0.136712,0.000000
288,4,0.125000,0.000000,33,8,921.788,0.129221,0.000000
288,5,0.125000,0.000000,26,5,944.269,0.113037,0.000000
288,6,0.125000,0.000000,19,2,937.368,0.127507,0.000000
288,7,0.125000,0.000000,21,4,952.857,0.142506,0.000000
336,0,0.125000,0.268354,32,12,834.281,0.112053,0.000000
336,1,0.125000,0.037804,41,8,890.902,0.103814,0.000000
336,2,0.125000,0.001129,29,10,895.793,0.095246,0.000000
336,3,0.125000,0.000013,32,10,819.875,0.103468,0.000000
336,4,0.125000,0.000000,30,7,898.567,0.150280,0.000000
336,5,0.125000,0.000000,28,7,804.286,0.119615,0.000000
336,6,0.125000,0.000000,31,4,923.419,0.101486,0.000000
336,7,0.125000,0.000000,26,3,943.731,0.134787,0.000000
384,0,0.125000,0.398009,45,25,670.578,0.098289,0.000000
384,1,0.125000,0.072102,48,25,730.375,0.103510,0.000000
384,2,0.125000,0.002968,39,19,708.051,0.079132,0.000000
384,3,0.125000,0.000024,41,15,813.610,0.124716,0.000000
384,4,0.125000,0.000000,31,10,801.548,0.113445,0.000000
384,5,0.125000,0.000000,40,10,855.675,0.098820,0.000000
384,6,0.125000,0.000000,34,7,890.235,0.113200,0.000000
384,7,0.125000,0.000000,33,7,842.818,0.107403,0.000000
432,0,0.125000,0.446098,45,27,639.556,0.085994,0.000000
